case_id	acceptance_point_id	cast_offset_ms	source_sha256	screenshot	screenshot_sha256	layout_sensitive	screen	screen_sha256	screen_source
AUTH-ECS-CANCEL	waiting	1407	f516589680090a6eeba35fae25456bba459b690d49372c7dbf08d4a5a93ebaa3	cancel-waiting.png	63e3bcfe8ff54bf6007cd253174f61bf833fd26826acdd6e05ecbdf3dbbf6c73	true	cancel-waiting.webm	2596c4c12b9550bc98b3dbdc39f01eb0c46fd9024f5bd22ea0074a3284ba7f33	cast-replay
AUTH-ECS-CANCEL	cancelled	1410	f516589680090a6eeba35fae25456bba459b690d49372c7dbf08d4a5a93ebaa3	cancel-cancelled.png	cb2ec45cd5330e28a657a75d03b390dd7e59f054934cac5aadca411ab8835f05	true	cancel-cancelled.webm	0a374cf8281e66e72ed450d98de836f967ed4248869370bebcf946ad19bc6013	cast-replay
AUTH-ECS-CANCEL	shell-ready	1427	f516589680090a6eeba35fae25456bba459b690d49372c7dbf08d4a5a93ebaa3	cancel-shell-ready.png	67d1202c314a8617bf8cd11c9147be0c2cb4c9c630ad42be48ceeee0b622e696	false			
AUTH-ECS-CANCEL	resources-released	6482	f516589680090a6eeba35fae25456bba459b690d49372c7dbf08d4a5a93ebaa3	cancel-resources-released.png	5e1b7b8d9866fc031acc6a60b19fae6370ad9a4e72074bf2930396e4fcd00a86	false			
AUTH-ECS-CANCEL	restarted-waiting	7815	f516589680090a6eeba35fae25456bba459b690d49372c7dbf08d4a5a93ebaa3	cancel-restarted-waiting.png	2a1f12846a8c41cf3f05cac12ff463ae0d711d5ad2a4466b5ca9df809721d74a	true	cancel-restarted-waiting.webm	10c8b6f7724f287a2a288d130eb9573cf30bf41c79a21bfc9205a6c1d2572971	cast-replay
AUTH-ECS-CANCEL	cancelled-again	7818	f516589680090a6eeba35fae25456bba459b690d49372c7dbf08d4a5a93ebaa3	cancel-cancelled-again.png	810e7058ebb3082c57041a7fc4bc6c71a83410526ee37b987da486b9671edae8	false			
