case_id	acceptance_point_id	cast_offset_ms	source_sha256	screenshot	screenshot_sha256	layout_sensitive	screen	screen_sha256	screen_source
AUTH-ECS-READY	saved	2175	bba8bd2611d504f41a14e095955f08c33203b90172637edcc498b8cc1e8ed10e	ready-saved.png	02f6bbb1e4387303eda316a6a72b4f8e71e3ccbfc7ee391228598de9302a599f	true	ready-saved.webm	89b026d6f718563682df54a4f7715e1f7b80faef3d096eca36da18ac6a61ae77	cast-replay
AUTH-ECS-READY	config-verified	2220	bba8bd2611d504f41a14e095955f08c33203b90172637edcc498b8cc1e8ed10e	ready-config-verified.png	ad31495e50cd3db487f24fb4ce7710d5332ed274139d2e759c59f9682536c0b7	false			
