case_id	acceptance_point_id	cast_offset_ms	source_sha256	screenshot	screenshot_sha256	layout_sensitive	screen	screen_sha256	screen_source
AUTH-ECS-FIRST-SCREEN-BASELINE	first-screen	957	f44b8d83993238343002d2e0ff3fa65265167ba1d00a4c7d8b61311033a0e1ce	before-first-screen.png	d623e372f839a07f17ad549837fa6e84eea4c83f7447c0944bfabf8e0aaac32d	true	before-first-screen.webm	1cca005f0acef9a2ea6dbd69fc04f93bf5e1129858618676301f14a3f514b101	cast-replay
